zaoczny,2016-01-01 00:33:47,41322198035,4759,  SIEDLCE , Józefa Wieniawskiego,98
zaoczny,2016-01-01 02:13:47,41322198035,235,  CHEŁM , Władysława Biegańskiego,142
zaoczny,2016-01-01 04:32:52,65302369073,6444,  KOKOSZKI , Borówkowa,114
zaoczny,2016-01-01 08:25:13,02062222185,6763,  OLIWA , Opacka,17
gotówkowy,2016-01-01 12:10:07,32280593260,8880,  ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA , Pelplińska,184
gotówkowy,2016-01-01 17:23:58,69313010571,7485,  STOGI , Zalesie,225
kredytowany,2016-01-02 03:26:54,69313010571,6992,  STRZYŻA , Kmieca,57
gotówkowy,2016-01-02 06:26:53,45260221714,2749,  WYSPA SOBIESZEWSKA , Tęczowa,196
zaoczny,2016-01-02 20:50:07,45260221714,5211,  ORUNIA-ŚW. WOJCIECH-LIPCE , Park Oruński ,168
kredytowany,2016-01-03 17:06:54,34320713667,3424,  OLSZYNKA , Pusta,140
kredytowany,2016-01-03 18:11:54,61272849948,6425,  OSOWA , Gryfa Pomorskiego,97
gotówkowy,2016-01-03 21:33:07,61272849948,1102,  OLSZYNKA , Pusta,232
zaoczny,2016-01-04 00:31:13,25320121268,9194,  LETNICA , Narwicka,216
gotówkowy,2016-01-04 05:21:48,80241856299,9388,  BRĘTOWO , Wichrowe Wzgórze,111
gotówkowy,2016-01-04 08:32:34,80241856299,6930,  SIEDLCE , Sowia,196
gotówkowy,2016-01-04 08:34:41,80241856299,9185,  WRZESZCZ DOLNY , Mikołaja Reja,256
zaoczny,2016-01-04 09:54:33,96042681033,9748,  WZGÓRZE MICKIEWICZA , Pana Tadeusza,109
kredytowany,2016-01-04 10:52:04,01011365018,9385,  UJEŚCISKO-ŁOSTOWICE , Jeleniogórska,235
kredytowany,2016-01-04 11:25:37,17292862588,876,  SIEDLCE , Andrzeja Struga,155
gotówkowy,2016-01-04 13:01:27,17292862588,4982,  ŚRÓDMIEŚCIE , Olejarna,34
gotówkowy,2016-01-04 13:43:48,17292862588,8604,  CHEŁM , Ametystowa,53
zaoczny,2016-01-04 22:06:20,79241113374,0399,  UJEŚCISKO-ŁOSTOWICE , Szymbarska,110
gotówkowy,2016-01-04 22:56:44,87292749103,5468,  SIEDLCE , Józefa Pankiewicza,25
gotówkowy,2016-01-05 01:31:14,43250898634,2181,  BRĘTOWO , Gustawa Herlinga - Grudzińskiego,228
kredytowany,2016-01-05 07:13:22,43250898634,4317,  CHEŁM , Władysława Świechockiego,238
kredytowany,2016-01-05 11:58:43,89121336890,6542,  OSOWA , Wenus,32
kredytowany,2016-01-05 15:23:36,93060695897,6459,  WYSPA SOBIESZEWSKA , Begoniowa,81
kredytowany,2016-01-05 18:46:24,07302185088,5812,  WRZESZCZ GÓRNY , Migowska,101
kredytowany,2016-01-06 02:07:34,04230441459,757,  II ŚRÓDMIEŚCIE , Grobla,86
kredytowany,2016-01-06 06:45:48,04230441459,5674,  ŚRÓDMIEŚCIE , Jana Heweliusza,87
kredytowany,2016-01-06 10:24:18,62211516053,689,  CHEŁM , Kazimierza Wielkiego,194
zaoczny,2016-01-06 20:25:17,79012643354,0708,  ŚRÓDMIEŚCIE , Św. Barbary,160
kredytowany,2016-01-06 20:53:44,79012643354,5205,  WRZESZCZ DOLNY , Franciszka Bohomolca,165
kredytowany,2016-01-06 22:14:23,67122013415,6609,  PIECKI-MIGOWO , Jaśkowa Dolina,145
gotówkowy,2016-01-06 23:33:27,01312189661,6812,  WRZESZCZ GÓRNY , Henryka Sienkiewicza,6
kredytowany,2016-01-07 01:25:06,65020669680,2233,  ŚRÓDMIEŚCIE , 3 Maja,187
gotówkowy,2016-01-07 02:27:04,54111021287,3247,  STOGI , Pirs Paliwowy ,87
gotówkowy,2016-01-07 05:08:39,54111021287,8888,  MATARNIA , Spadochroniarzy,1
kredytowany,2016-01-07 07:34:49,80111628544,1465,  KOKOSZKI , Metalowców,37
gotówkowy,2016-01-07 12:39:18,12041193690,5367,  CHEŁM , Królowej Bony,132
kredytowany,2016-01-07 14:13:27,70301820171,1585,  ORUNIA-ŚW. WOJCIECH-LIPCE , Diamentowa,65
zaoczny,2016-01-07 15:31:33,88230828823,6918,  PIECKI-MIGOWO , Orańska,227
zaoczny,2016-01-07 16:26:24,65252664323,4934,  ORUNIA-ŚW. WOJCIECH-LIPCE , Stroma,139
kredytowany,2016-01-07 22:24:15,86271794358,5332,  PRZYMORZE WIELKIE , Chłopska,102
zaoczny,2016-01-07 22:35:25,12011643840,5170,  OSOWA , Sopocka,202
zaoczny,2016-01-08 05:59:26,53030768318,2266,  BRĘTOWO , Góralska,8
